5.8878455886,3.01772770058,5.20324537751,2.47239189376,
6.10106404082,3.13111160554,5.50830303941,2.4106507447,
5.84350511019,2.98087844762,5.82998159752,1.95769995374,
6.3,3.15159826009,5.96353821117,2.36626882239,
6.19800724259,2.75924947355,5.66624841141,2.37766836619,
6.3,3.26954600683,5.73389173774,2.14785220829,
6.17159806751,2.922637152,5.31090163043,2.39548199678,
6.10212195237,3.15905789306,5.48839720652,2.06997206072,
6.3,2.95734562804,5.61851724764,2.22369910959,
6.05492907405,2.84574555286,5.87300821285,2.13213603772,
6.3,2.9838725837,5.97574986851,1.90177734746,
6.3,2.92165456878,5.60061758735,2.44678865631,
6.3,3.2577260316,5.8437064752,2.27102113277,
5.94937348682,3.08870856357,5.93347621665,2.10461336047,
5.95878860212,3.11868144392,5.75587721096,2.17207362524,
6.3,3.23706928458,5.65355240599,2.25714409812,
6.07250411433,3.11288266728,5.89133016456,2.46083207015,
5.90661084422,3.2171157839,5.28320123385,2.42774072104,
6.10604819555,3.02227317425,5.31314348395,2.26882574703,
6.07508250088,2.75245822887,5.850853311,1.90327248479,
5.88054465835,2.82197385077,5.74831714304,2.36736970807,
6.3,3.10929172803,5.94872315144,2.42343754114,
5.92377417174,3.18646472197,5.30053460074,2.33219466618,
6.3,3.23528339508,5.73134590114,1.95428950478,
6.03751695347,2.9927975598,5.31258324006,2.292601191,
